year,station,DT00,DT32,DX32,DX70,DX90,EMNT,EMXT,FZF0,FZF5,FZF6,FZF7,TAVG,TMAX,TMIN,CDSD,CLDD,FZF1,HDSD,HTDD,FZF8,FZF2,FZF9,FZF3,FZF4,DP01,DP10,DP1X,EMXP,PRCP,DSND,DSNW,EMSD,EMSN,SNOW,DYTS
1899,GHCND:AGE00147705,0.0,0.0,0.0,247.0,24.0,7.5,44.2,,,,,20.41,24.34,16.48,1198.4,1198.4,,475.4,475.4,,,,,,78.0,42.0,4.0,39.3,547.3,,,,,,
1900,GHCND:AGE00147705,0.0,0.0,0.0,204.0,12.0,,,,,,,,,,,,,,,,,,,,99.0,71.0,4.0,,,,,,,,
1903,GHCND:AGE00147705,0.0,0.0,0.0,205.0,13.0,3.6,38.5,,,,,18.72,22.49,14.96,,,,,,,,,,,84.0,41.0,4.0,69.7,556.5,,,,,,
1904,GHCND:AGE00147705,0.0,0.0,0.0,219.0,18.0,5.0,39.5,,,,,19.28,23.16,15.41,1019.8,1019.8,,,,,,,,,102.0,61.0,5.0,57.5,776.1,,,,,,
1905,GHCND:AGE00147705,0.0,0.0,0.0,199.0,16.0,0.8,41.2,,,,,18.87,22.68,15.05,,,,,,,,,,,94.0,53.0,6.0,60.5,722.9,,,,,,
1906,GHCND:AGE00147705,0.0,0.0,0.0,189.0,16.0,2.2,38.5,,,,,18.55,22.36,14.74,,,,,,,,,,,103.0,56.0,6.0,50.3,770.3,,,,,,
1907,GHCND:AGE00147705,0.0,0.0,0.0,201.0,15.0,0.6,40.4,,,,,18.58,22.46,14.71,843.4,843.4,,,,,,,,,97.0,63.0,3.0,57.7,675.6,,,,,,
1908,GHCND:AGE00147705,0.0,0.0,0.0,213.0,15.0,1.5,41.6,,,,,18.98,22.84,15.12,975.4,975.4,,698.7,698.7,,,,,,105.0,70.0,9.0,58.8,902.5,,,,,,
1909,GHCND:AGE00147705,0.0,0.0,0.0,201.0,13.0,3.4,36.0,,,,,18.59,22.4,14.79,817.2,817.2,,727.6,727.6,,,,,,90.0,45.0,4.0,44.3,534.4,,,,,,
1910,GHCND:AGE00147705,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,84.0,50.0,5.0,,,,,,,,
1911,GHCND:AGE00147705,0.0,0.0,,,,5.0,,,,,,,,15.45,,,,,,,,,,,95.0,59.0,4.0,132.0,667.7,,,,,,
1912,GHCND:AGE00147705,0.0,0.0,,,,5.0,,,,,,,,14.86,,,,,,,,,,,79.0,41.0,2.0,74.9,490.1,,,,,,
1914,GHCND:AGE00147705,0.0,0.0,,,,2.0,,,,,,,,14.68,,,,,,,,,,,92.0,67.0,3.0,65.2,840.1,,,,,,
1915,GHCND:AGE00147705,,,,,,,,,,,,,,,,,,,,,,,,,109.0,67.0,,,,,,,,,
1916,GHCND:AGE00147705,,,,,,,,,,,,,,,,,,,,,,,,,95.0,61.0,9.0,109.6,1004.8,,,,,,
1917,GHCND:AGE00147705,,,0.0,163.0,10.0,,39.0,,,,,,20.97,,,,,,,,,,,,92.0,61.0,9.0,44.5,826.0,,,,,,
1919,GHCND:AGE00147705,,,,,,,,,,,,,,,,,,,,,,,,,92.0,57.0,4.0,47.3,618.3,,,,,,
1920,GHCND:AGE00147705,,,,,,,,,,,,,,,,,,,,,,,,,91.0,58.0,5.0,32.6,665.5,,,,,,
1921,GHCND:AGE00147705,0.0,0.0,,,,4.0,,,,,,,,14.76,,,,,,,,,,,100.0,68.0,7.0,71.2,849.8,,,,,,
1922,GHCND:AGE00147705,,,,,,,,,,,,,,,,,,,,,,,,,77.0,43.0,4.0,41.8,474.7,,,,,,
1923,GHCND:AGE00147705,,,,,,,,,,,,,,,,,,,,,,,,,105.0,70.0,9.0,58.8,954.1,,,,,,
1924,GHCND:AGE00147705,,,0.0,207.0,12.0,,38.0,,,,,,22.24,,,,,,,,,,,,84.0,50.0,4.0,30.3,545.3,,,,,,
1927,GHCND:AGE00147705,,,,,,,,,,,,,,,,,,,,,,,,,78.0,52.0,5.0,45.3,580.6,,,,,,
1928,GHCND:AGE00147705,,,,,,,,,,,,,,,,,,,,,,,,,96.0,65.0,5.0,73.0,904.5,,,,,,
1929,GHCND:AGE00147705,,,,,,,,,,,,,,,,,,,,,,,,,89.0,58.0,8.0,57.1,804.1,,,,,,
1931,GHCND:AGE00147705,0.0,0.0,,,,3.0,,,,,,,,15.49,,,,,,,,,,,85.0,62.0,7.0,54.5,842.9,,,,,,
1932,GHCND:AGE00147705,,,,,,,,,,,,,,,,,,,,,,,,,84.0,47.0,3.0,28.8,488.9,,,,,,
1935,GHCND:AGE00147705,,,0.0,161.0,19.0,,,,,,,,,,,,,,,,,,,,91.0,55.0,10.0,,,,,,,,
1938,GHCND:AGE00147705,,,,,,,,,,,,,,,,,,,,,,,,,80.0,52.0,7.0,48.0,658.2,,,,,,
1879,GHCND:AGE00147712,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,,
1881,GHCND:AGE00147712,,,,,,,,,,,,,,,,,,,,,,,,,63.0,40.0,3.0,38.1,473.7,,,,,,
1901,GHCND:AGE00147712,,,,,,,,,,,,,,,,,,,,,,,,,86.0,64.0,3.0,47.7,595.9,,,,,,
1919,GHCND:AGE00147712,,,,,,,,,,,,,,,1164.8,1164.8,,,,,,,,,63.0,29.0,0.0,,,,,,,,
1880,GHCND:AGE00147708,,,,,,,,,,,,,,,,,,,,,,,,,63.0,44.0,3.0,44.0,427.5,,,,,,
1881,GHCND:AGE00147708,,,,,,,,,,,,,,,,,,,,,,,,,94.0,64.0,4.0,41.0,716.6,,,,,,
1882,GHCND:AGE00147708,,,,,,,,,,,,,,,,,,,,,,,,,62.0,48.0,4.0,60.6,661.3,,,,,,
1883,GHCND:AGE00147708,,,,,,,,,,,,,,,,,,,,,,,,,108.0,74.0,4.0,52.7,860.5,,,,,,
1884,GHCND:AGE00147708,,,,,,,,,,,,,,,,,,,,,,,,,109.0,82.0,7.0,,,,,,,,
1885,GHCND:AGE00147708,,,,,,,,,,,,,,,,,,,,,,,,,87.0,71.0,4.0,39.6,754.9,,,,,,
1886,GHCND:AGE00147708,,,,,,,,,,,,,,,,,,,,,,,,,87.0,77.0,8.0,118.0,977.9,,,,,,
1887,GHCND:AGE00147708,,,,,,,,,,,,,,,1014.6,1014.6,,,,,,,,,67.0,,,,,,,,,,
1888,GHCND:AGE00147708,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,
1889,GHCND:AGE00147708,0.0,11.0,0.0,175.0,57.0,-1.0,44.0,0.0,0.0,,,16.39,22.8,9.97,,,,,,,,,,,79.0,62.0,4.0,43.0,686.4,,,,,,
1890,GHCND:AGE00147708,,,0.0,167.0,50.0,,44.0,,,,,,22.85,,,,,,,,,,,,105.0,77.0,10.0,63.7,1131.9,,,,,,
1921,GHCND:AGE00147708,,,,,,,,,,,,,,,,,,,,,,,,,103.0,69.0,13.0,65.0,1074.8,,,,,,
1922,GHCND:AGE00147708,0.0,2.0,0.0,202.0,78.0,-1.0,45.0,0.0,,,,,,,1051.8,1051.8,,,,,,,,,73.0,55.0,5.0,48.0,711.5,,,,,,
1923,GHCND:AGE00147708,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,112.0,87.0,12.0,,,,,,,,
1924,GHCND:AGE00147708,0.0,1.0,0.0,202.0,85.0,,,,,,,,,,1139.8,1139.8,,,,,,,,,84.0,54.0,6.0,,,,,,,,
1926,GHCND:AGE00147708,0.0,1.0,,,,0.0,,,0.0,,,,,11.97,,,,,,,,,,,68.0,42.0,6.0,130.0,683.6,,,,,,
1932,GHCND:AGE00147708,,,0.0,198.0,60.0,,43.0,,,,,,23.88,,,,,,,,,,,,75.0,51.0,5.0,86.0,659.3,,,,,,
1934,GHCND:AGE00147708,,,0.0,195.0,64.0,,44.0,,,,,,23.43,,,,,,,,,,,,121.0,76.0,11.0,53.0,1060.4,,,,,,
2005,GHCND:AGE00147708,,,0.0,212.0,73.0,,45.0,,,,,,24.41,,,,,,,,,,,,79.0,51.0,2.0,33.0,548.0,,,,,,
2007,GHCND:AGE00147708,,,0.0,204.0,74.0,,43.4,,,,,,24.4,,,,,,,,,,,,95.0,61.0,12.0,144.0,1148.3,,,,,,
2009,GHCND:AGE00147708,,,0.0,219.0,,,,,,,,,,,,,,,,,,,,,100.0,72.0,11.0,,,,,,,,
2010,GHCND:AGE00147708,,,0.0,209.0,,,,,,,,,,,,,,,,,,,,,112.0,69.0,5.0,,,,,,,,
2011,GHCND:AGE00147708,,,0.0,225.0,,,,,,,,,,,,,,,,,,,,,96.0,59.0,5.0,,,,,,,,
2013,GHCND:AGE00147708,,,0.0,210.0,73.0,,42.5,,,,,,24.2,,,,,,,,,,,,107.0,82.0,7.0,55.1,1053.7,,,,,,
2014,GHCND:AGE00147708,,,0.0,239.0,,,,,,,,,,,,,,,,,,,,,81.0,57.0,8.0,,,,,,,,
2015,GHCND:AGE00147708,,,0.0,233.0,88.0,,44.6,,,,,,25.49,,,,,,,,,,,,74.0,51.0,4.0,50.0,695.7,,,,,,
2016,GHCND:AGE00147708,,,,,,,,,,,,,,,,,,,,,,,,,85.0,46.0,10.0,49.0,697.1,,,,,,
2017,GHCND:AGE00147708,,,,,,,,,,,,,,,,,,,,,,,,,71.0,45.0,7.0,41.9,652.0,,,,,,
2018,GHCND:AGE00147708,0.0,0.0,,,,2.0,,,,,,,,13.64,,,,,,,,,,,110.0,67.0,9.0,93.0,932.4,,,,,,
2019,GHCND:AGE00147708,0.0,0.0,,,,2.3,,,,,,,,13.7,,,,,,,,,,,104.0,57.0,7.0,96.0,723.7,,,,,,
2020,GHCND:AGE00147708,0.0,0.0,,,,3.9,,,,,,,,14.03,,,,,,,,,,,82.0,48.0,5.0,84.1,657.1,,,,,,
1925,GHCND:AGE00147708,,,,,,,,,,,,,,,,,,1252.8,1252.8,,,,,,,,,,,,,,,,
1936,GHCND:AGE00147708,,,,,,,,,,,,,,,,,,1016.9,1016.9,,,,,,,,,,,,,,,,
1880,GHCND:AGE00147709,,,,,,,,,,,,,,,,,,,,,,,,,63.0,44.0,3.0,44.0,428.4,,,,,,
1881,GHCND:AGE00147709,,,,,,,,,,,,,,,,,,,,,,,,,95.0,64.0,4.0,41.0,718.1,,,,,,
1882,GHCND:AGE00147709,,,,,,,,,,,,,,,,,,,,,,,,,62.0,48.0,4.0,60.6,662.9,,,,,,
1883,GHCND:AGE00147709,,,,,,,,,,,,,,,,,,,,,,,,,108.0,74.0,4.0,52.8,864.4,,,,,,
1885,GHCND:AGE00147709,,,,,,,,,,,,,,,,,,,,,,,,,95.0,79.0,4.0,38.2,911.0,,,,,,
1886,GHCND:AGE00147709,0.0,22.0,0.0,145.0,11.0,,,,,,,,,,451.4,451.4,,,,,,,,,110.0,86.0,15.0,,,,,,,,
1889,GHCND:AGE00147709,,,,,,,,,,,,,,,,,,,,,,,,,94.0,82.0,8.0,,,,,,,,
1921,GHCND:AGE00147709,,,,,,,,,,,,,,,,,,,,,,,,,89.0,77.0,,,,,,,,,
1925,GHCND:AGE00147709,0.0,9.0,0.0,124.0,30.0,,,,,,,,,,,,,,,,,,,,92.0,74.0,10.0,,,,,,,,
1926,GHCND:AGE00147709,,,0.0,170.0,35.0,,43.0,,,,,,20.78,,,,,,,,,,,,62.0,51.0,6.0,69.3,647.9,,,,,,
1927,GHCND:AGE00147709,,,,,,,,,,,,,,,,,,,,,,,,,85.0,70.0,12.0,67.5,1044.5,,,,,,
1928,GHCND:AGE00147709,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,108.0,79.0,17.0,,,,,,,,
1929,GHCND:AGE00147709,0.0,18.0,0.0,140.0,18.0,-2.0,,,,,,,,,,,,,,,,,,,92.0,74.0,11.0,63.0,,,,,,,
1931,GHCND:AGE00147709,,,0.0,146.0,48.0,,,,,,,,,,,,,,,,,,,,95.0,77.0,12.0,,,,,,,,
1932,GHCND:AGE00147709,,,0.0,143.0,,,,,,,,,,,,,,,,,,,,,83.0,59.0,7.0,,,,,,,,
1938,GHCND:AGE00147709,,,0.0,145.0,46.0,,42.0,,,,,,19.39,,,,,,,,,,,,84.0,62.0,7.0,40.0,745.5,,,,,,
1881,GHCND:AGE00147711,,,,,,,,,,,,,,,,,,,,,,,,,87.0,58.0,4.0,45.0,617.2,,,,,,
1882,GHCND:AGE00147711,,,,,,,,,,,,,,,,,,,,,,,,,70.0,38.0,6.0,65.0,582.5,,,,,,
1883,GHCND:AGE00147711,,,,,,,,,,,,,,,,,,,,,,,,,77.0,39.0,4.0,58.0,528.1,,,,,,
1885,GHCND:AGE00147711,,,,,,,,,,,,,,,,,,,,,,,,,81.0,,,,,,,,,,
1938,GHCND:AGE00147711,,,0.0,160.0,,,,,,,,,,,,,,,,,,,,,68.0,43.0,2.0,,,,,,,,
1892,GHCND:AG000060590,0.0,7.0,,,,-2.0,,-0.5,-1.0,,,,,13.92,,,,,,,,,,,15.0,8.0,0.0,19.0,65.7,,,,,,
1893,GHCND:AG000060590,0.0,28.0,,,,-5.0,,0.0,0.0,-4.0,-4.5,,,13.36,,,,,,,,,,,7.0,4.0,0.0,10.0,25.4,,,,,,
1895,GHCND:AG000060590,0.0,15.0,,,,-4.8,,,0.0,-2.6,-4.8,,,13.71,,,,,,,,,,,6.0,0.0,0.0,2.2,6.6,,,,,,
1896,GHCND:AG000060590,0.0,16.0,,,,-2.5,,0.0,0.0,,,,,12.29,,,-2.5,,,,,,,,7.0,4.0,0.0,11.0,23.5,,,,,,
1897,GHCND:AG000060590,0.0,18.0,,,,-4.0,,-1.0,0.0,-2.4,,,,12.77,,,,,,,,,,,5.0,4.0,1.0,95.0,123.0,,,,,,
1898,GHCND:AG000060590,0.0,32.0,,,,-3.0,,-1.0,-1.0,-3.0,,,,12.13,,,,,,,,,,,3.0,1.0,0.0,6.0,9.0,,,,,,
1941,GHCND:AG000060590,0.0,14.0,0.0,272.0,143.0,-5.1,,,,,,,,,2109.4,2109.4,,,,,,,,,10.0,6.0,0.0,,,,,,,,
1942,GHCND:AG000060590,0.0,5.0,0.0,271.0,169.0,-1.7,44.7,,0.0,,,22.63,29.52,15.74,2318.6,2318.6,,847.5,847.5,,,,,,11.0,8.0,0.0,22.0,68.0,,,,,,
1944,GHCND:AG000060590,,,,,,,,,,,,,,,2222.9,2222.9,,,,,,,,,9.0,1.0,0.0,,,,,,,,
1945,GHCND:AG000060590,0.0,10.0,,,,,,,,,,,,,2293.1,2293.1,,,,,,,,,7.0,3.0,1.0,,,,,,,,
1946,GHCND:AG000060590,,,,,,,,,,,,,,,,,,,,,,,,,7.0,4.0,0.0,19.0,52.0,,,,,,
1947,GHCND:AG000060590,0.0,13.0,0.0,295.0,164.0,-2.0,46.3,0.0,0.0,,,,,,2347.1,2347.1,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
1950,GHCND:AG000060590,0.0,,,,,,,,,,,,,,2211.3,2211.3,,,,,,,,,6.0,4.0,0.0,,,,,,,,
1951,GHCND:AG000060590,0.0,9.0,0.0,274.0,153.0,-1.8,,,,,,,,,2211.4,2211.4,,,,,,,,,10.0,4.0,0.0,,,,,,,,
1952,GHCND:AG000060590,0.0,17.0,0.0,276.0,161.0,-3.0,,,,,,,,,2419.6,2419.6,,,,,,,,,8.0,5.0,0.0,,,,,,,,
1953,GHCND:AG000060590,,,,,,,,,,,,,,,2147.6,2147.6,,,,,,,,,13.0,8.0,1.0,,,,,,,,
1954,GHCND:AG000060590,0.0,12.0,0.0,263.0,140.0,-5.0,,,,,,,,,2047.5,2047.5,,,,,,,,,13.0,2.0,0.0,,,,,,,,
1966,GHCND:AG000060590,0.0,19.0,,,,,,,,,,,,,1972.3,1972.3,,,,,,,,,10.0,4.0,0.0,,,,,,,,
1967,GHCND:AG000060590,0.0,,,,,,,,,,,,,,1852.3,1852.3,,,,,,,,,6.0,3.0,0.0,,,,,,,,
1968,GHCND:AG000060590,0.0,,,,,,,,,,,,,,1910.7,1910.7,,,,,,,,,3.0,3.0,0.0,,,,,,,,
1969,GHCND:AG000060590,,,,,,,,,,,,,,,1891.8,1891.8,,,,,,,,,10.0,2.0,0.0,,,,,,,,
1970,GHCND:AG000060590,,,,,,,,,,,,,,,1893.0,1893.0,,,,,,,,,4.0,1.0,0.0,,,,,,,,
1971,GHCND:AG000060590,,,,,,,,,,,,,,,1809.0,1809.0,,,,,,,,,8.0,2.0,0.0,,,,,,,,
1972,GHCND:AG000060590,0.0,,,,,,,,,,,,,,1901.4,1901.4,,,,,,,,,14.0,5.0,0.0,,,,,,,,
1973,GHCND:AG000060590,0.0,21.0,0.0,246.0,169.0,-3.1,,,,,,,,,2027.2,2027.2,,,,,,,,,7.0,3.0,0.0,,,,,,,,
1974,GHCND:AG000060590,,,,,,,,,,,,,,,1767.3,1767.3,,,,,,,,,7.0,3.0,0.0,,,,,,,,
1975,GHCND:AG000060590,,,,,,,,,,,,,,,1882.3,1882.3,,,,,,,,,11.0,2.0,0.0,,,,,,,,
1976,GHCND:AG000060590,0.0,15.0,0.0,254.0,130.0,,,,,,,,,,1803.8,1803.8,,,,,,,,,11.0,3.0,0.0,,,,,,,,
1977,GHCND:AG000060590,0.0,,,,,,,,,,,,,,1980.6,1980.6,,,,,,,,,7.0,3.0,0.0,,,,,,,,
1978,GHCND:AG000060590,,,,,,,,,,,,,,,1740.6,1740.6,,,,,,,,,5.0,2.0,0.0,,,,,,,,
1982,GHCND:AG000060590,0.0,,,,,,,,,,,,,,1997.4,1997.4,,,,,,,,,9.0,1.0,0.0,,,,,,,,
1986,GHCND:AG000060590,0.0,,,,,,,,,,,,,,2010.4,2010.4,,,,,,,,,13.0,6.0,0.0,,,,,,,,
1988,GHCND:AG000060590,,,,,,,,,,,,,,,2361.9,2361.9,,,,,,,,,13.0,6.0,0.0,,,,,,,,
1989,GHCND:AG000060590,,,,,,,,,,,,,,,2162.8,2162.8,,,,,,,,,3.0,1.0,0.0,,,,,,,,
1990,GHCND:AG000060590,0.0,,,,,,,,,,,,,,2236.0,2236.0,,,,,,,,,13.0,6.0,0.0,,,,,,,,
1991,GHCND:AG000060590,,,,,,,,,,,,,,,1995.8,1995.8,,,,,,,,,10.0,1.0,,,,,,,,,
1992,GHCND:AG000060590,,,,,,,,,,,,,,,1942.9,1942.9,,,,,,,,,10.0,6.0,0.0,,,,,,,,
1993,GHCND:AG000060590,,,,,,,,,,,,,,,2267.8,2267.8,,,,,,,,,9.0,4.0,0.0,,,,,,,,
1994,GHCND:AG000060590,0.0,,,,,,,,,,,,,,2173.7,2173.7,,,,,,,,,17.0,9.0,0.0,,,,,,,,
1995,GHCND:AG000060590,,,,,,,,,,,,,,,2193.0,2193.0,,,,,,,,,15.0,3.0,0.0,,,,,,,,
1997,GHCND:AG000060590,0.0,,,,,,,,,,,,,,2249.8,2249.8,,,,,,,,,9.0,7.0,0.0,,,,,,,,
1998,GHCND:AG000060590,,,,,,,,,,,,,,,2239.9,2239.9,,,,,,,,,1.0,0.0,0.0,,,,,,,,
2006,GHCND:AG000060590,,,0.0,250.0,174.0,,47.3,,,,,,30.91,,,,,,,,,,,,12.0,4.0,0.0,14.0,38.0,,,,,,
2007,GHCND:AG000060590,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
2008,GHCND:AG000060590,0.0,17.0,,,,-2.5,,0.0,-0.7,,,,,14.48,,,-2.5,,,,,,,,8.0,4.0,1.0,27.9,44.0,,,,,,
2009,GHCND:AG000060590,,,,,,,,,,,,,,,,,,,,,,,,,10.0,6.0,0.0,20.1,73.9,,,,,,
2010,GHCND:AG000060590,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,1.0,2.5,,,,,,
2011,GHCND:AG000060590,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,0.0,7.9,19.8,,,,,,
2013,GHCND:AG000060590,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,1.0,27.9,56.6,,,,,,
2014,GHCND:AG000060590,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,1.0,37.1,49.6,,,,,,
2015,GHCND:AG000060590,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,0.0,3.0,7.0,,,,,,
1940,GHCND:AG000060590,0.0,15.0,0.0,277.0,151.0,-5.2,46.0,-0.2,-0.3,,,,,,2021.7,2021.7,-3.4,,,,-5.2,,,,,,,,,,,,,,
1943,GHCND:AG000060590,0.0,0.0,0.0,260.0,140.0,0.6,46.2,,,,,,,,2101.7,2101.7,,711.0,711.0,,,,,,,,,,,,,,,,
2018,GHCND:AG000060590,0.0,6.0,,,,-2.0,,0.0,-0.5,,,,,14.89,,,,,,,,,,,,,,,,,,,,,
1984,GHCND:AG000060590,,,,,,,,,,,,,,,1883.8,,,,,,,,,,,,,,,,,,,,
1948,GHCND:AG000060590,,,,,,,,,,,,,,,,,,682.8,682.8,,,,,,,,,,,,,,,,
1899,GHCND:AGE00147706,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,
1903,GHCND:AGE00147706,,,,,,,,,,,,,,,,,,,,,,,,,80.0,43.0,4.0,62.0,507.8,,,,,,
1904,GHCND:AGE00147706,,,,,,,,,,,,,,,,,,,,,,,,,105.0,71.0,4.0,,,,,,,,
1905,GHCND:AGE00147706,,,,,,,,,,,,,,,,,,,,,,,,,94.0,,,,,,,,,,
1906,GHCND:AGE00147706,,,,,,,,,,,,,,,,,,,,,,,,,105.0,51.0,5.0,35.9,627.6,,,,,,
1907,GHCND:AGE00147706,,,,,,,,,,,,,,,,,,,,,,,,,94.0,59.0,4.0,,,,,,,,
1908,GHCND:AGE00147706,,,,,,,,,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,
1909,GHCND:AGE00147706,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,
1911,GHCND:AGE00147706,,,,,,,,,,,,,,,,,,,,,,,,,96.0,58.0,,,,,,,,,
1912,GHCND:AGE00147706,,,,,,,,,,,,,,,,,,,,,,,,,80.0,50.0,,,,,,,,,
1914,GHCND:AGE00147706,,,,,,,,,,,,,,,,,,,,,,,,,94.0,66.0,5.0,49.8,,,,,,,
1916,GHCND:AGE00147706,,,0.0,141.0,6.0,,43.0,,,,,,,,,,,,,,,,,,94.0,62.0,8.0,94.3,,,,,,,
1917,GHCND:AGE00147706,,,0.0,134.0,,,,,,,,,,,,,,,,,,,,,95.0,63.0,9.0,,,,,,,,
1919,GHCND:AGE00147706,,,0.0,137.0,6.0,,40.0,,,,,,19.34,,,,,,,,,,,,88.0,57.0,3.0,39.7,589.6,,,,,,
1920,GHCND:AGE00147706,,,0.0,156.0,16.0,,41.0,,,,,,20.32,,,,,,,,,,,,88.0,55.0,7.0,35.1,696.3,,,,,,
1901,GHCND:AJ000037850,,,,,,,,,,,,,,,,,,,,,,,,,56.0,21.0,1.0,28.3,195.8,,,,,,
1902,GHCND:AJ000037850,,,,,,,,,,,,,,,,,,,,,,,,,66.0,31.0,0.0,16.7,259.8,,,,,,
1901,GHCND:AJ000037985,,,,,,,,,,,,,,,,,,,,,,,,,97.0,57.0,12.0,91.0,989.6,,,,,,
1902,GHCND:AJ000037985,,,,,,,,,,,,,,,,,,,,,,,,,116.0,76.0,19.0,67.2,1376.3,,,,,,
1901,GHCND:AM000037801,,,,,,,,,,,,,,,,,,,,,,,,,77.0,45.0,2.0,44.7,456.9,,,,,,
1902,GHCND:AM000037801,,,,,,,,,,,,,,,,,,,,,,,,,73.0,39.0,1.0,35.0,328.0,,,,,,
2001,GHCND:AM000037801,10.0,157.0,25.0,86.0,0.0,-22.0,30.6,-0.8,-1.5,-3.0,-14.0,,,,27.7,27.7,-2.5,4328.9,,-14.0,-6.5,-14.0,-6.7,-9.0,,,,,,,,,,,
1902,GHCND:ASN00001005,,,,,,,,,,,,,,,,,,,,,,,,,54.0,36.0,13.0,82.3,766.4,,,,,,
1918,GHCND:ASN00001005,,,,,,,,,,,,,,,,,,,,,,,,,68.0,45.0,,,,,,,,,
1902,GHCND:ASN00002011,,,,,,,,,,,,,,,2689.4,2689.4,,,,,,,,,49.0,33.0,4.0,,,,,,,,
1910,GHCND:AGE00147704,0.0,0.0,,,,3.0,,,,,,,,13.88,,,,,,,,,,,96.0,74.0,3.0,38.8,779.4,,,,,,
1911,GHCND:AGE00147704,0.0,0.0,,,,3.0,,,,,,,,14.69,,,,,,,,,,,97.0,68.0,4.0,34.5,659.7,,,,,,
1912,GHCND:AGE00147704,0.0,0.0,,,,5.0,,,,,,,,14.34,,,,,,,,,,,90.0,57.0,1.0,31.6,514.9,,,,,,
1913,GHCND:AGE00147704,0.0,0.0,0.0,209.0,28.0,3.0,44.0,,,,,19.37,23.78,14.96,,,,,,,,,,,61.0,40.0,1.0,43.2,415.1,,,,,,
1914,GHCND:AGE00147704,,,,,,,,,,,,,,,,,,,,,,,,,93.0,61.0,3.0,60.0,600.8,,,,,,
1915,GHCND:AGE00147704,0.0,1.0,0.0,185.0,23.0,0.0,40.0,,0.0,,,18.08,22.29,13.87,860.0,860.0,,,,,,,,,109.0,69.0,8.0,74.2,863.0,,,,,,
1916,GHCND:AGE00147704,,,0.0,200.0,16.0,,42.0,,,,,,22.74,,,,,775.0,775.0,,,,,,77.0,60.0,7.0,44.0,696.3,,,,,,
1917,GHCND:AGE00147704,,,0.0,154.0,8.0,,39.0,,,,,,21.29,,,,,,,,,,,,80.0,68.0,6.0,51.0,726.6,,,,,,
1920,GHCND:AGE00147704,,,0.0,196.0,15.0,,43.0,,,,,,22.98,,,,,,,,,,,,58.0,54.0,6.0,88.0,654.0,,,,,,
1921,GHCND:AGE00147704,0.0,0.0,,,,4.0,,,,,,,,14.22,,,,,,,,,,,78.0,66.0,8.0,50.0,846.4,,,,,,
1922,GHCND:AGE00147704,,,,,,,,,,,,,,,,,,,,,,,,,69.0,46.0,2.0,34.6,437.0,,,,,,
1923,GHCND:AGE00147704,,,,,,,,,,,,,,,,,,,,,,,,,106.0,76.0,2.0,48.3,739.5,,,,,,
1924,GHCND:AGE00147704,,,,,,,,,,,,,,,,,,,,,,,,,76.0,59.0,3.0,43.0,629.5,,,,,,
1925,GHCND:AGE00147704,0.0,0.0,0.0,181.0,13.0,2.0,39.0,,,,,17.53,22.85,12.2,,,,,,,,,,,83.0,55.0,0.0,24.0,525.6,,,,,,
1926,GHCND:AGE00147704,,,,,,,,,,,,,,,,,,,,,,,,,61.0,39.0,3.0,49.0,443.4,,,,,,
1927,GHCND:AGE00147704,,,,,,,,,,,,,,,,,,,,,,,,,75.0,52.0,1.0,45.0,469.1,,,,,,
1928,GHCND:AGE00147704,,,,,,,,,,,,,,,,,,,,,,,,,104.0,61.0,2.0,34.1,622.1,,,,,,
1929,GHCND:AGE00147704,,,,,,,,,,,,,,,,,,,,,,,,,124.0,82.0,2.0,46.0,756.6,,,,,,
1931,GHCND:AGE00147704,,,,,,,,,,,,,,,,,,,,,,,,,88.0,65.0,6.0,64.0,714.8,,,,,,
1933,GHCND:AGE00147704,,,,,,,,,,,,,,,,,,,,,,,,,74.0,43.0,7.0,53.0,570.4,,,,,,
1934,GHCND:AGE00147704,,,0.0,181.0,10.0,,42.0,,,,,,22.06,,,,,,,,,,,,121.0,72.0,10.0,65.0,1005.3,,,,,,
1935,GHCND:AGE00147704,0.0,0.0,,,,2.0,,,,,,,,14.44,,,,,,,,,,,114.0,74.0,10.0,49.0,952.0,,,,,,
1918,GHCND:AM000037789,,,,,,,,,,,,,,,,,,,,,,,,,69.0,38.0,0.0,15.3,266.7,,,,,,
2003,GHCND:AM000037789,0.0,92.0,26.0,170.0,41.0,,,,,,,,,,713.4,713.4,,,,,,,,,109.0,58.0,1.0,,,,,,,,
